-2	0	0
-1.99	0	0
-1.98	0	0
-1.97	0	0
-1.96	0	0
-1.95	0	0
-1.94	0	0
-1.93	0	0
-1.92	0	0
-1.91	0	0
-1.9	0	0
-1.89	0	0
-1.88	0	0
-1.87	0	0
-1.86	0	0
-1.85	0	0
-1.84	0	0
-1.83	0	0
-1.82	0	0
-1.81	0	0
-1.8	0	0
-1.79	0	0
-1.78	0	0
-1.77	0	0
-1.76	0	0
-1.75	0	0
-1.74	0	0
-1.73	0	0
-1.72	0	0
-1.71	0	0
-1.7	0	0
-1.69	0	0
-1.68	0	0
-1.67	0	0
-1.66	0	0
-1.65	0	0
-1.64	0	0
-1.63	0	0
-1.62	0	0
-1.61	0	0
-1.6	0	0
-1.59	0	0
-1.58	0	0
-1.57	0	0
-1.56	0	0
-1.55	0	0
-1.54	0	0
-1.53	0	0
-1.52	0	0
-1.51	0	0
-1.5	0	0
-1.49	0	0
-1.48	0	0
-1.47	0	0
-1.46	0	0
-1.45	0	0
-1.44	0	0
-1.43	0	0
-1.42	0	0
-1.41	0	0
-1.4	0	0
-1.39	0	0
-1.38	0	0
-1.37	0	0
-1.36	0	0
-1.35	0	0
-1.34	0	0
-1.33	0	0
-1.32	0	0
-1.31	0	0
-1.3	0	0
-1.29	0	0
-1.28	0	0
-1.27	0	0
-1.26	0	0
-1.25	0	0
-1.24	0	0
-1.23	0	0
-1.22	0	0
-1.21	0	0
-1.2	0	0
-1.19	0	0
-1.18	0	0
-1.17	0	0
-1.16	0	0
-1.15	0	0
-1.14	0	0
-1.13	0	0
-1.12	0	0
-1.11	0	0
-1.1	0	0
-1.09	0	0
-1.08	0	0
-1.07	0	0
-1.06	0	0
-1.05	0	0
-1.04	0	0
-1.03	0	0
-1.02	0	0
-1.01	0	0
-1	0	0
-0.99	0	0
-0.98	0	0
-0.97	0	0
-0.96	0	0
-0.95	0	0
-0.94	0	0
-0.93	0	0
-0.92	1.20575E-07	0
-0.91	1.67615E-07	0
-0.9	2.3217E-07	0
-0.89	3.20432E-07	0
-0.88	4.40659E-07	0
-0.87	6.03817E-07	0
-0.86	8.24412E-07	0
-0.85	1.12155E-06	0
-0.84	1.52031E-06	0
-0.83	2.05344E-06	0
-0.82	2.76355E-06	0
-0.81	3.70586E-06	0
-0.8	4.95162E-06	0
-0.79	6.59239E-06	0
-0.78	8.74529E-06	0
-0.77	1.15596E-05	0
-0.76	1.52246E-05	0
-0.75	1.99797E-05	0
-0.74	2.61256E-05	0
-0.73	3.40393E-05	0
-0.72	4.41908E-05	0
-0.71	5.71635E-05	0
-0.7	7.36788E-05	0
-0.69	9.46244E-05	0
-0.68	0.000121088	0
-0.67	0.000154395	0
-0.66	0.000196157	0
-0.65	0.000248319	0
-0.64	0.000313223	0
-0.63	0.000393671	0
-0.62	0.000493003	0
-0.61	0.00061518	0
-0.6	0.000764877	0
-0.59	0.000947584	0
-0.58	0.001169715	0
-0.57	0.001438729	0
-0.56	0.001763253	0
-0.55	0.002153211	0
-0.54	0.002619963	0
-0.53	0.003176438	0
-0.52	0.003837267	0
-0.51	0.004618917	0
-0.5	0.005539811	0
-0.49	0.00662043	0
-0.48	0.007883408	0
-0.47	0.009353591	0
-0.46	0.011058068	0
-0.45	0.013026169	0
-0.44	0.015289408	0
-0.43	0.017881386	0
-0.42	0.020837626	0
-0.41	0.024195346	0
-0.4	0.027993163	0
-0.39	0.032270719	0
-0.38	0.037068231	0
-0.37	0.042425954	0
-0.36	0.04838357	0
-0.35	0.054979495	0
-0.34	0.06225011	0
-0.33	0.070228927	0
-0.32	0.078945702	0
-0.31	0.088425492	0
-0.3	0.098687698	0
-0.29	0.109745088	0
-0.28	0.121602837	0
-0.27	0.134257594	0
-0.26	0.147696619	0
-0.25	0.161896995	0
-0.24	0.176824957	0
-0.23	0.192435358	0
-0.22	0.208671302	0
-0.21	0.225463954	0
-0.2	0.242732569	0
-0.19	0.260384738	0
-0.18	0.278316873	0
-0.17	0.29641494	0
-0.16	0.314555426	0
-0.15	0.332606562	0
-0.14	0.350429764	0
-0.13	0.367881287	0
