"x/c = 0.6: Wing Normalised Coordiantes in wing coordiantes[Z] (m)","x/c = 0.6: Pressure Coefficient"
0.22318213108836366,0.4538005262703635
0.21807367989104753,0.45602345174188885
0.2322203529071105,0.44752958676402493
0.23596549035478054,0.4433513485031146
0.23731509919424837,0.4418290263170937
0.24700877393071188,0.4260886289352033
0.25326524151362284,0.4084245950520473
0.25870859814964775,0.38740628765198215
0.26664709645578705,0.3424303184509372
0.27297019958750235,0.2922127817404053
0.275449360623444,0.25947190519882707
0.2762825067238381,0.2468677819746058
0.2814722321565431,0.1613216852025011
0.2846544765886815,0.08349182870610822
0.28897626942252413,-0.08640051502204511
0.2920000064337275,-0.22231168827849845
0.29554187367825846,-0.5062281959683365
0.2978383933032681,-0.7317575441735886
0.29622565749995816,-0.5713394387514288
0.3007039582418657,-1.0653823637031932
0.30148581849781136,-1.2661585348999935
0.30271275782520785,-1.408894698000644
0.3032297431505763,-1.5234856341084553
0.3024963100882998,-1.4613988346361833
0.30317410914242765,-1.5194834402055437
0.3006366201310062,-1.1246566297478884
0.3032297431505763,-1.523485634108455
0.2987378813226237,-1.0510327209379104
0.29619459443436785,-1.0413471421054348
0.29228679887839293,-1.0346584297826906
0.2879887783077972,-1.0399604831548865
0.28374846176756663,-1.0619664117732401
0.2722871622028759,-1.121344637047246
0.278280991152532,-1.0942666942707495
0.26613609822734396,-1.1340582101858456
0.2596181989085743,-1.1443470619852578
0.2530680153713609,-1.1587319456431426
0.24666472033815,-1.1759980089356445
0.22200008216034828,-1.244861025561982
0.2303713380654228,-1.2215459035409508
0.23850691844534394,-1.1989587419745444
0.2180370616519593,-1.2649520748509495
0.030831664151469422,0.44524733657402993
0.010085744655070669,0.443366294926548
0.05359306499969074,0.4466807285061946
1.5515564118072195E-10,0.44263806855868726
0.06694107052346276,0.44776053295403334
0.08422815055054467,0.4489706558643305
0.09733892362365376,0.4502245202508517
0.11118754540442427,0.4521450917911171
0.09733892362365378,0.4502245202508517
0.12932126515287784,0.4543564672185053
0.14209247010863268,0.456374167704882
0.15968177010900383,0.4596460231882808
0.163087439018861,0.4599897776745762
0.17012975036669026,0.4605843690080372
0.18104080360504649,0.461139320156608
0.18970484482427027,0.4620022959920399
0.2000155754620761,0.4611831040728679
0.20735540375724731,0.46006159478930136
0.2124357052909974,0.4586223078902345
0.2131358055788128,0.4583889299708028
0.2180736798910475,0.4560234517418888
0.2180370616519593,-1.2649520748509493
0.21299333262835746,-1.2939874385286294
0.2040194326349046,-1.3286958200808447
0.19348539898650147,-1.3553360875011946
0.18079736185456738,-1.3579892430350864
0.17587401701287167,-1.351395717094778
0.16918283696932365,-1.3383622297599893
0.15742625650217815,-1.2965463235578374
0.14567699078006963,-1.2273247203675959
0.13046534774926585,-1.1203746998348316
0.11759565414185555,-1.0161702417103209
0.11390852180501926,-0.9829866907876621
0.09434846377147113,-0.820452635078917
0.10796517763004314,-0.9283545519758776
0.07592168642472613,-0.6988946288516815
0.05575881622443503,-0.6099600212965127
0.03380249598814556,-0.5637503823204901
0.009773260594633421,-0.5479182558530462
5.3446180276733455E-17,-0.5474742487367716
