"x/c = 0.4: Wing Normalised Coordiantes in wing coordiantes[Z] (m)","x/c = 0.4: Pressure Coefficient"
0.17000530828457944,0.3541246315722326
0.16322064893352345,0.4001192552060596
0.2048405080502848,-1.6374363876416789
0.20633407382446461,-2.0960294094381915
0.16317204343994723,0.4003919258649637
0.15603189185205235,0.43216886077751426
0.18740117887462363,0.06496856447242667
0.18243389021045872,0.191494278773986
0.1765840716703487,0.2857743093492008
0.18083581713848434,0.21825189721833857
0.17577263324656756,0.2962703382746944
0.20253033485774602,-1.2378626339204095
0.19243816096595837,-0.1431063855302898
0.15502852429006142,0.43540466919083415
0.14711347759661905,0.45602170206579595
0.20083037197575682,-0.912108441836493
0.19678920579896828,-0.4837389882692855
0.13885147806985612,0.46931088655285136
0.13189311893461092,0.477897477587009
0.12080333836608953,0.48428688835746425
0.1328640919359791,-2.0670243676572113
0.13923819254171937,-2.061170958169512
0.12528040995828266,-2.047929398812342
0.12116275700557483,-2.002482748329757
0.14224524983304385,-2.0464628460172625
0.1439239231086081,-2.034121164437578
0.14983599809776754,-1.9705489281925037
0.15615207812326637,-1.8747683159706852
0.1624833925955809,-1.7503258594782145
0.16872241003456528,-1.63433379108797
0.17313726224241496,-1.5835312336229281
0.1768957644513623,-1.5687716559500116
0.1824811242522314,-1.562590732457763
0.18596177280496648,-1.5490279218656624
0.1849141038248835,-1.5537692550322302
0.19094368308789805,-1.5013233306275535
0.192755858611481,-1.4911917947154958
0.19419360907722397,-1.484636255439639
0.19761733287383104,-1.5120632306553086
0.20145079516510994,-1.5723798305140175
0.20282259094687155,-1.6546431564597381
0.20493397469518648,-2.0936470367988527
0.20633407382446461,-2.0960294094381915
0.11553066832204073,0.4873247190537054
0.12080333836608953,0.48428688835746425
0.10499794876142234,0.49043473773747304
0.1029316740728316,0.4908576336373629
0.0872653234509631,0.4930452301661816
0.094995626440836,0.49193579513937313
0.08385047068387341,0.49340971450693993
0.07468409196604835,0.49400176546214125
0.0050273521465588646,0.4940084897269993
0.021435861628730433,0.4941879060286055
3.1373896014309187E-13,0.4938333205517496
0.07255853029542314,0.49403030829552336
0.05939381955119638,0.49450760471695165
0.047055773285254635,0.49438637951469305
0.033110692496973626,0.4943120988151163
0.08728235111888209,-1.357545810289337
0.09563233427866843,-1.5484172648791557
0.0740700178409932,-1.0926133032747536
0.08509581233420248,-1.3083914151175242
0.06019430406325035,-0.9052121740133776
0.048101046557859274,-0.8132522648289249
0.03352532993690412,-0.7593611865444355
0.020894816244215155,-0.7391626844983256
0.006773213462656771,-0.7302895844604219
4.771301026302996E-15,-0.7274175599792403
0.0872823511188821,-1.357545810289337
0.08509581233420249,-1.3083914151175244
0.10457671006343815,-1.729757036695851
0.09563233427866843,-1.5484172648791557
0.10521528577232306,-1.743520916704995
0.11566377587861532,-1.9265489583794073
0.12116275700557484,-2.002482748329757
