"Time","CL Monitor: CL Monitor"
0.02,1.256534281720382
0.04,1.0939731608648535
0.06,1.1390141495061994
0.08,1.1324313907228607
0.1,1.127297663711104
0.12000000000000001,1.121415526302958
0.14,1.115168076405703
0.16,1.109022310638852
0.18,1.1028581323563487
0.19999999999999998,1.0961779082530376
0.21999999999999997,1.088689031908548
0.23999999999999996,1.0803036831543493
0.25999999999999995,1.0715430798681096
0.27999999999999997,1.0633747499566584
0.3,1.0566081840159425
0.32,1.0512229075731474
0.34,1.0465135688391598
0.36000000000000004,1.0418559443988065
0.38000000000000006,1.0371040686752688
0.4000000000000001,1.0328378015629494
0.4200000000000001,1.0299950361331651
0.4400000000000001,1.029207593116279
0.46000000000000013,1.0304803947963916
0.48000000000000015,1.0333623540345989
0.5000000000000001,1.0373255550672906
0.5200000000000001,1.0418813163026475
0.5400000000000001,1.0467177177327902
0.5600000000000002,1.0518796506981793
0.5800000000000002,1.0575888215734761
0.6000000000000002,1.0640115502362393
0.6200000000000002,1.0710543194505122
0.6400000000000002,1.0784454982912717
0.6600000000000003,1.0856973172617572
0.6800000000000003,1.0924399649930743
0.7000000000000003,1.09839735684668
0.7200000000000003,1.103501948816641
0.7400000000000003,1.1077783002750796
0.7600000000000003,1.1113055842951693
0.7800000000000004,1.1140693146629101
0.8000000000000004,1.1159757565850905
0.8200000000000004,1.1169230583156233
0.8400000000000004,1.1167770015233558
0.8600000000000004,1.1154713148343924
0.8800000000000004,1.1130369816463297
0.9000000000000005,1.1095219800440097
0.9200000000000005,1.1050534662610434
0.9400000000000005,1.0997570978473024
0.9600000000000005,1.0938012631324079
0.9800000000000005,1.0873052843214845
1.0000000000000004,1.080359535179035
1.0200000000000005,1.0730539954225904
1.0400000000000005,1.0656148113571111
1.0600000000000005,1.0581642869146237
1.0800000000000005,1.0509572190850107
1.1000000000000005,1.04423145728811
1.1200000000000006,1.0381708256823223
1.1400000000000006,1.032929291631304
1.1600000000000006,1.0286258562135808
1.1800000000000006,1.0253580923109464
1.2000000000000006,1.0231842882517181
1.2200000000000006,1.0220875133112133
1.2400000000000007,1.0221236656371684
1.2600000000000007,1.023297834396519
1.2800000000000007,1.0255465782929212
1.3000000000000007,1.0288111679007512
1.3200000000000007,1.033020472964575
1.3400000000000007,1.0380657138101161
