"top  sym edge: Position in wing coordiantes[X] (m)","top  sym edge: Wall Shear Stress in wing coordiantes[i] (Pa)"
6.865636171182358E-6,-0.07504260535519362
1.6064247329793613E-5,7.759043368156361
4.716843469871926E-5,10.170573297356594
1.1034733076937183E-4,11.321224018407861
2.0546168843736255E-4,8.719348796610717
3.228752728702136E-4,4.338311539481984
4.776822008294631E-4,1.7325535068664084
6.593140246692156E-4,0.6590968412168006
8.464421487666623E-4,0.35781725285775134
8.732658286364878E-4,0.3196880915337304
0.0010430765589435603,0.0418619782938358
0.0011983604765901925,-0.12872187180742584
0.0012561540221746091,-0.13301427636589347
0.0015887318810222436,0.4472798597687935
0.0016016343730123142,0.4818134985182696
0.0018694150356922043,1.3806309901819696
0.001917155029442717,1.5462685974921553
0.0022154605029045165,2.5311580671221363
0.0022211210901568286,2.549502489634425
0.002568244995474486,3.446210167790089
0.0029435287897015125,4.054045940655335
0.0033570830371084173,4.425003698867978
0.0037830853823321163,4.621093967451702
0.004210333059863401,4.689855210660278
0.0046956053553120864,4.66509115263887
0.005226738904335754,4.6319813675976516
0.005810966204242678,4.6180207601846215
0.006387318422243229,4.555329589862316
0.007178876717689447,4.453690812204041
0.007836824921845485,4.293048486786917
0.00865910836430339,4.101531576206719
0.009406159939805257,3.9278787863650817
0.010300090550946585,3.7181307115554976
0.011107862591555075,3.4834280687828225
0.01190902754112513,3.260123380376304
0.012743149305078038,3.084858814236369
0.013809112533608217,2.8693823604915734
0.014423389743682456,2.596224530912095
0.015206381716951859,2.346551144011683
0.01520638171695186,2.346551144011683
0.015695958496898088,2.1777674655526997
0.01629900331882581,2.058565374511182
0.017028810845612447,1.9698085089737836
0.01713737896564095,1.95590479745521
0.01841044279857538,1.9305774540225118
0.020439801183499154,1.942739599864399
0.020439801183499154,1.942739599864399
0.022058467598134,1.9182518295333417
0.02372310150434967,1.890148084257934
0.025406959253659815,1.8642883863902076
0.027128373444440874,1.876278727732037
0.02885246179083964,1.9744044732721693
0.030680505124286113,1.9526916987604193
0.032530076590343765,1.9057139075723941
0.03514625732989184,1.9439914229371134
0.037288615753352294,1.947596190363981
0.039462257404029824,1.9473957332365612
0.04172047813268472,1.9080540391363843
0.044031286829572566,1.8400317662352976
0.04644882396612225,1.7538743042062077
0.04894308477011213,1.681311885633734
0.0514317824896683,1.6342989839695805
0.05398797235708864,1.6285984652695595
0.0566882636012924,1.6723614247892113
0.0566882636012924,1.6723614247892113
0.060029060866169916,1.666257643915866
0.06274893780741235,1.6583656993983322
0.0659226280532052,1.659230479307128
0.0683217993214425,1.6181528935622298
0.0706068332126887,1.587813370906754
0.0728711768455995,1.567529714038837
0.07505166920954365,1.5553980002543477
0.07714917242786613,1.544752546479085
0.0791102481789219,1.5320943730990177
0.08088080464133958,1.511997201928539
0.0828130465500069,1.474922617267978
0.084296031499834,1.4366088974864404
0.08565505386683549,1.4269350177741194
0.08690700220108773,1.4487533428852306
0.08808303913374944,1.4969623712550724
0.08910415596156077,1.5753702854861993
0.09000000000000034,1.639209980403795
0.09000000000000036,1.639209980403795
0.09054557908027455,1.6358685681880094
0.09111891469354483,1.5813784465251548
0.09188085536832057,1.4664921927208112
0.09249529941206006,1.3042235947345107
0.0930983645338468,1.1413793013768323
0.09371073100213573,0.9783907866024288
0.09442745180487655,0.830382776168179
0.09496297457113217,0.7022104303016568
0.09553099169794027,0.43137618091411745
0.09599590626176657,0.20897488932853858
0.09643676638941062,0.06965708005462423
0.09684875804032109,-0.06367145066208461
0.09721523754243504,-0.17556153251783507
0.09723534640029424,-0.1811889600985428
0.09752782277368928,-0.2534434758383203
0.09758123326927172,-0.26472606391654446
0.09794026542342013,-0.3265093535528837
0.0979879910958189,-0.3326815074325324
0.09820917341443314,-0.3513443952790617
0.09824925947683791,-0.3533254796988753
0.09854836831365153,-0.36474641608852554
0.09864906998985346,-0.36704481950800727
0.09871644622363995,-0.36780580517599304
0.09893682144649851,-0.36175530898750496
0.09913369958556927,-0.33551639032258596
0.09930343107836634,-0.2846666403813335
0.09943085315729507,-0.26810561902782737
0.09958035915403453,-0.31861550976730346
0.09972624817692625,-0.4107683616433962
0.09984432718012451,-0.46640723539318807
0.0998705106949491,-0.4223660075612252
0.0999400699617648,-0.3000027739514338
0.09996358483824037,-0.14477468737619856
0.09998179241912022,-0.026799846056685166
0.10000000000000009,-0.04953756233415929
