"Time","CM Monitor: CM Monitor"
0.04,0.3795392377328371
0.08,0.34105088934893685
0.12,0.3485328665038929
0.16,0.34488276680794694
0.2,0.3414833923092886
0.24000000000000002,0.3375056246457867
0.28,0.3333338933819737
0.32,0.3293335209865669
0.36,0.32622933915421715
0.39999999999999997,0.32401498009030216
0.43999999999999995,0.32326250189317124
0.4799999999999999,0.32358197283520285
0.5199999999999999,0.3249363951587172
0.5599999999999999,0.32724614889436976
0.6,0.33038638934210046
0.64,0.3339574762202239
0.68,0.3375270519066596
0.7200000000000001,0.34065426558819484
0.7600000000000001,0.3430977905368713
0.8000000000000002,0.34466698876343943
0.8400000000000002,0.345172022925246
0.8800000000000002,0.3444598533568581
0.9200000000000003,0.34257796032625915
0.9600000000000003,0.339540401399947
1.0000000000000002,0.33575823972047464
1.0400000000000003,0.3317030378844756
1.0800000000000003,0.3278329148493557
1.1200000000000003,0.3243657892123575
1.1600000000000004,0.3218071841382982
1.2000000000000004,0.3202701897085292
1.2400000000000004,0.3198560527122442
1.2800000000000005,0.32056520911177333
1.3200000000000005,0.3223679041969516
1.3600000000000005,0.325028331489529
1.4000000000000006,0.3283537337326856
1.4400000000000006,0.3318649666488487
1.4800000000000006,0.3354615145438915
1.5200000000000007,0.33859501391598934
1.5600000000000007,0.34112826512659633
1.6000000000000008,0.34270243731411576
1.6400000000000008,0.34318792698036704
1.6800000000000008,0.3425044245267647
1.7200000000000009,0.34049911665859234
1.760000000000001,0.33771155843758327
1.800000000000001,0.3342329488794979
1.840000000000001,0.3303555014569157
1.880000000000001,0.3265607065938671
1.920000000000001,0.3233163708754099
1.960000000000001,0.32082702838963595
2.000000000000001,0.3192500948923436
2.040000000000001,0.3189945347064466
2.080000000000001,0.319764679980333
2.120000000000001,0.3215582667478606
2.160000000000001,0.3242589664792066
2.200000000000001,0.3275941688587997
2.240000000000001,0.3312044733135076
2.280000000000001,0.3348814303903931
2.320000000000001,0.33807883913068987
2.360000000000001,0.34053328486734463
2.4000000000000012,0.3422274829999022
2.4400000000000013,0.34268759703024704
2.4800000000000013,0.341940457629885
2.5200000000000014,0.34003514912152794
2.5600000000000014,0.3373245006130404
2.6000000000000014,0.33380935161618264
2.6400000000000015,0.3299409629166602
2.6800000000000015,0.32632838447793006
2.7200000000000015,0.3229100763178605
2.7600000000000016,0.3204155860488602
2.8000000000000016,0.31901141528485943
2.8400000000000016,0.31877361896228085
2.8800000000000017,0.31956930253791727
2.9200000000000017,0.3213655851296018
2.9600000000000017,0.3240273776198346
3.0000000000000018,0.3274659115990401
3.040000000000002,0.33122760156666864
3.080000000000002,0.33477750832543907
3.120000000000002,0.3379175038683715
3.160000000000002,0.34039210841725903
3.200000000000002,0.3420727735185052
3.240000000000002,0.3425515026352963
3.280000000000002,0.3418433765090359
3.320000000000002,0.34006490810648854
3.360000000000002,0.33717098678480784
3.400000000000002,0.33364170505552543
3.440000000000002,0.32982733668548064
3.480000000000002,0.32610613446355774
3.5200000000000022,0.3228010271498814
3.5600000000000023,0.3204818241230634
3.6000000000000023,0.31900891571995005
3.6400000000000023,0.3186280562186871
3.6800000000000024,0.3194781433274484
3.7200000000000024,0.32138174604960607
3.7600000000000025,0.32417961862515643
3.8000000000000025,0.32740011182454876
3.8400000000000025,0.3310378521483537
3.8800000000000026,0.3345479584315385
3.9200000000000026,0.33780427701013044
3.9600000000000026,0.3402486148032923
4.000000000000003,0.34191643075171313
4.040000000000003,0.34253486712035974
4.080000000000003,0.3419949664364843
4.120000000000003,0.34012320913387745
4.160000000000003,0.3372414090215109
4.200000000000003,0.3336738690215502
4.240000000000003,0.3299227715322667
4.280000000000003,0.32614222528545295
4.320000000000003,0.3228942806248079
4.360000000000003,0.3203425868113396
4.400000000000003,0.3188537117668865
4.440000000000003,0.3185336279938563
4.480000000000003,0.3194985182639831
4.520000000000003,0.32136471930769395
4.560000000000003,0.3240285362058877
4.600000000000003,0.32738987146485
4.640000000000003,0.3310505389785794
4.680000000000003,0.33467066688800573
4.720000000000003,0.3379062476480448
4.760000000000003,0.3403884115633936
4.800000000000003,0.3420972285963488
4.840000000000003,0.3425082159524928
4.8800000000000034,0.3418671000822019
4.9200000000000035,0.3399941275662868
4.9600000000000035,0.3372364524600199
5.0000000000000036,0.3338418731849879
5.040000000000004,0.3299346034649979
5.080000000000004,0.32615905718128213
5.120000000000004,0.3227894232917992
5.160000000000004,0.3204046727371303
5.200000000000004,0.3189178719165904
5.240000000000004,0.31853802875642334
5.280000000000004,0.3194257706374118
5.320000000000004,0.32116746227633947
5.360000000000004,0.32413151197729223
5.400000000000004,0.32736172906529293
5.440000000000004,0.3309263736702258
5.480000000000004,0.3345580275203502
5.520000000000004,0.33771161793914817
5.560000000000004,0.3403718719808582
5.600000000000004,0.3420788157338421
5.640000000000004,0.3425441588798465
5.680000000000004,0.34187869694508577
5.720000000000004,0.3400516865549994
5.760000000000004,0.33723746862025833
5.800000000000004,0.3336809622506831
5.840000000000004,0.32983446051520254
5.880000000000004,0.32603527307044977
5.920000000000004,0.32271285647046305
5.960000000000004,0.3202464892321852
