"Time","CL Monitor: CL Monitor"
0.04,1.2077061917302183
0.08,1.117188126542645
0.12,1.1155144533815893
0.16,1.121865008153109
0.2,1.1182850984797066
0.24000000000000002,1.094856387579765
0.28,1.079978540242314
0.32,1.0547558468148386
0.36,1.0446532334179444
0.39999999999999997,1.0355332897486091
0.43999999999999995,1.030742976507793
0.4799999999999999,1.0318331398380602
0.5199999999999999,1.0397468149070164
0.5599999999999999,1.054520039322358
0.6,1.0752087762875062
0.64,1.0897056484713208
0.68,1.098169352207112
0.7200000000000001,1.1065060549390435
0.7600000000000001,1.116995299926987
0.8000000000000002,1.1286565103228514
0.8400000000000002,1.1332784195578622
0.8800000000000002,1.1261322508196159
0.9200000000000003,1.1156542798019704
0.9600000000000003,1.1067654334255541
1.0000000000000002,1.1002583593339303
1.0400000000000003,1.090866968485595
1.0800000000000003,1.0806977378589135
1.1200000000000003,1.0669501839444626
1.1600000000000004,1.0541662102223508
1.2000000000000004,1.0471595235036688
1.2400000000000004,1.0498992083635614
1.2800000000000005,1.0572755565791705
1.3200000000000005,1.0661081829033283
1.3600000000000005,1.0725368721146167
1.4000000000000006,1.0806398461363895
1.4400000000000006,1.0923227568963692
1.4800000000000006,1.106965875467599
1.5200000000000007,1.1217904326067143
1.5600000000000007,1.1332461036177892
1.6000000000000008,1.1399152173574436
1.6400000000000008,1.1431001220209676
1.6800000000000008,1.1426022911055151
1.7200000000000009,1.1369772695245555
1.760000000000001,1.1291140461946214
1.800000000000001,1.1177070854585431
1.840000000000001,1.1048742134304352
1.880000000000001,1.0905782774798416
1.920000000000001,1.0764611707660605
1.960000000000001,1.0651045751431985
2.000000000000001,1.0577506311362392
2.040000000000001,1.0537359446087173
2.080000000000001,1.054939335389668
2.120000000000001,1.0617555802075127
2.160000000000001,1.0677140180936142
2.200000000000001,1.0780787050814502
2.240000000000001,1.0893280888960881
2.280000000000001,1.1022761070302254
2.320000000000001,1.1148452586916586
2.360000000000001,1.1253351736810255
2.4000000000000012,1.1324432125341504
2.4400000000000013,1.1346629282900142
2.4800000000000013,1.131720915111528
2.5200000000000014,1.124871733329814
2.5600000000000014,1.1169398451170627
2.6000000000000014,1.105734835997932
2.6400000000000015,1.0926983816355031
2.6800000000000015,1.0776355702701401
2.7200000000000015,1.0638128507134477
2.7600000000000016,1.0522005932262388
2.8000000000000016,1.044600204752376
2.8400000000000016,1.0419859740699133
2.8800000000000017,1.0444503135369756
2.9200000000000017,1.0505333931437124
2.9600000000000017,1.0588257863294077
3.0000000000000018,1.0670643793656902
3.040000000000002,1.0800448164435723
3.080000000000002,1.0944083013848227
3.120000000000002,1.1076476157693964
3.160000000000002,1.1185507560125667
3.200000000000002,1.1262509089679573
3.240000000000002,1.1293544754791187
3.280000000000002,1.1277221561100006
3.320000000000002,1.1221000835200687
3.360000000000002,1.1151564767361921
3.400000000000002,1.105313039236308
3.440000000000002,1.0938116446095794
3.480000000000002,1.0801226966968482
3.5200000000000022,1.067033955205598
3.5600000000000023,1.0563087453247122
3.6000000000000023,1.0489602502480107
3.6400000000000023,1.046226050414394
3.6800000000000024,1.0486660725986154
3.7200000000000024,1.0554075900236948
3.7600000000000025,1.0645435347626337
3.8000000000000025,1.0736783931107592
3.8400000000000025,1.0883232351567182
3.8800000000000026,1.1027437125815849
3.9200000000000026,1.1169543494934246
3.9600000000000026,1.1284042012528768
4.000000000000003,1.1360204811252004
4.040000000000003,1.1391103577526367
4.080000000000003,1.1374561551204105
4.120000000000003,1.1317282201382834
4.160000000000003,1.1247009936606625
4.200000000000003,1.1147464947073347
4.240000000000003,1.1025790437236376
4.280000000000003,1.0879935208404163
4.320000000000003,1.0739366267855641
4.360000000000003,1.0622163686107688
4.400000000000003,1.054400809810786
4.440000000000003,1.051343759028911
4.480000000000003,1.0533622275281649
4.520000000000003,1.0592731332496428
4.560000000000003,1.0675822246498963
4.600000000000003,1.0757341631510877
4.640000000000003,1.0890790271739232
4.680000000000003,1.1027279087820199
4.720000000000003,1.1155439278749986
4.760000000000003,1.1259374672522795
4.800000000000003,1.1327361324928127
4.840000000000003,1.1348231223885274
4.8800000000000034,1.1322750360537097
4.9200000000000035,1.1256437351867437
4.9600000000000035,1.117494752055193
5.0000000000000036,1.1063976086960945
5.040000000000004,1.0932750509529159
5.080000000000004,1.0788815322822987
5.120000000000004,1.0645747423869654
5.160000000000004,1.0526998951334696
5.200000000000004,1.0446020441876072
5.240000000000004,1.0416277567195191
5.280000000000004,1.0435222720888155
5.320000000000004,1.0495778037165577
5.360000000000004,1.0576621556569672
5.400000000000004,1.0655285068089677
5.440000000000004,1.0785775491414973
5.480000000000004,1.091548379509896
5.520000000000004,1.1049421897837401
5.560000000000004,1.1156128319882446
5.600000000000004,1.123183709683376
5.640000000000004,1.1259909013848788
5.680000000000004,1.1243654581810683
5.720000000000004,1.1184707477763478
5.760000000000004,1.1101728062059244
5.800000000000004,1.1020374057725932
5.840000000000004,1.0890628696364164
5.880000000000004,1.0755874590683416
5.920000000000004,1.062064057615231
5.960000000000004,1.05091079348271
6.000000000000004,1.0430073604950196
6.0400000000000045,1.040145398940478
6.0800000000000045,1.0422296549980326
6.1200000000000045,1.048657120937539
6.160000000000005,1.0572360031864168
6.200000000000005,1.0660490059119692
6.240000000000005,1.0801657990966946
6.280000000000005,1.0944120270444504
6.320000000000005,1.108724212011339
6.360000000000005,1.120306154763139
6.400000000000005,1.1282608369270914
6.440000000000005,1.1315511594626781
6.480000000000005,1.1304850892392524
6.520000000000005,1.1249337234870656
6.560000000000005,1.1173235146427438
6.600000000000005,1.1099832109741408
6.640000000000005,1.0972455728312156
6.680000000000005,1.0839346697212835
6.720000000000005,1.070112797142143
6.760000000000005,1.0583694147906062
6.800000000000005,1.0503927166570863
6.840000000000005,1.0470076740451724
6.880000000000005,1.0484194180408282
6.920000000000005,1.054252003947092
6.960000000000005,1.0623693310062643
7.000000000000005,1.0706612028235036
7.040000000000005,1.084490361587725
7.080000000000005,1.0983282001462644
7.120000000000005,1.1121476419654683
7.1600000000000055,1.1230507614861382
7.2000000000000055,1.1306929278102795
7.2400000000000055,1.1335978615833446
7.280000000000006,1.1319598514546358
7.320000000000006,1.1260188238607007
7.360000000000006,1.1177078944052359
7.400000000000006,1.1091491302832635
7.440000000000006,1.0954568505403974
7.480000000000006,1.0811908307452873
7.520000000000006,1.0666117039590919
7.560000000000006,1.0546679963069623
7.600000000000006,1.0462571382617811
7.640000000000006,1.0426941513922414
7.680000000000006,1.044152453570332
7.720000000000006,1.0500197863025125
7.760000000000006,1.0580772238542215
7.800000000000006,1.0658571640141503
7.840000000000006,1.0794779738815985
7.880000000000006,1.0930512793372835
7.920000000000006,1.1064628156471166
7.960000000000006,1.1172688244974087
8.000000000000005,1.1245688316495719
8.040000000000004,1.1272341304886495
8.080000000000004,1.1253647801613453
8.120000000000003,1.1195441119118574
8.160000000000002,1.1109042843351071
8.200000000000001,1.102181709996208
8.24,1.0885231388024865
8.28,1.0747143712637768
8.319999999999999,1.0607006231019442
8.359999999999998,1.049148087270094
8.399999999999997,1.0411767403061671
8.439999999999996,1.0381125954009978
8.479999999999995,1.0399412375013042
8.519999999999994,1.0460958893368681
8.559999999999993,1.054552784538422
8.599999999999993,1.0631251617256692
8.639999999999992,1.076647090830027
8.67999999999999,1.0910084807324516
8.71999999999999,1.1049290038414838
8.75999999999999,1.1161565369513966
8.799999999999988,1.1240700575941625
8.839999999999987,1.1274679358721005
8.879999999999987,1.1260479240038996
8.919999999999986,1.1206021924186658
8.959999999999985,1.1125031375609027
8.999999999999984,1.1044401031946567
9.039999999999983,1.0916733623600385
9.079999999999982,1.0778523269706501
9.119999999999981,1.064107726754159
9.15999999999998,1.0526029025444679
9.19999999999998,1.0446528996465911
9.239999999999979,1.0417364868283068
9.279999999999978,1.0435819389144474
9.319999999999977,1.0495440532551585
9.359999999999976,1.0579532839355654
9.399999999999975,1.066553696619529
9.439999999999975,1.0803405385810472
9.479999999999974,1.0948479150286412
9.519999999999973,1.1088988221968243
9.559999999999972,1.120460311905618
9.599999999999971,1.1284627582070579
9.63999999999997,1.131744809912101
9.67999999999997,1.1302841467536127
9.719999999999969,1.1247995071803674
9.759999999999968,1.1169567230141841
9.799999999999967,1.1085953781339315
9.839999999999966,1.095419002820107
9.879999999999965,1.0815597925984155
9.919999999999964,1.0671001815098629
9.959999999999964,1.055431502288648
9.999999999999963,1.0472347285232129
10.039999999999962,1.0436916246097288
10.079999999999961,1.0450653770747953
10.11999999999996,1.050816678059259
10.15999999999996,1.0588176120653796
10.199999999999958,1.0673586936275292
10.239999999999958,1.0806618559745849
10.279999999999957,1.0943355428048955
10.319999999999956,1.1077688186933654
10.359999999999955,1.1191595516389792
10.399999999999954,1.1268859112047391
10.439999999999953,1.129955818867866
10.479999999999952,1.1281204386587753
10.519999999999952,1.122323500041263
10.55999999999995,1.1140582796314031
10.59999999999995,1.1051805633548397
10.639999999999949,1.091513846123938
10.679999999999948,1.0770570188715702
10.719999999999947,1.062767382700574
10.759999999999946,1.0507128797789402
10.799999999999946,1.0429177664259663
10.839999999999945,1.0395347883990937
