"Time","CM Monitor: CM Monitor"
0.04,0.39854763896916334
0.08,0.3664765234798596
0.12,0.37580390277606174
0.16,0.3699834442553505
0.2,0.37255340542806725
0.24000000000000002,0.3676119986681094
0.28,0.36158964647120395
0.32,0.3508557300029583
0.36,0.3440009747831544
0.39999999999999997,0.33697872219810515
0.43999999999999995,0.3340074100092555
0.4799999999999999,0.33433396116101427
0.5199999999999999,0.3376831057301441
0.5599999999999999,0.3433608725232408
0.6,0.351733293271225
0.64,0.3570092612779392
0.68,0.3579847918693181
0.7200000000000001,0.35788948967937007
0.7600000000000001,0.3602738731518249
0.8000000000000002,0.36536362149596774
0.8400000000000002,0.3672158177771838
0.8800000000000002,0.3629937007070783
0.9200000000000003,0.3577848355446072
0.9600000000000003,0.35407278750268345
1.0000000000000002,0.35290105535800986
1.0400000000000003,0.3522003236553273
1.0800000000000003,0.3518122457225695
1.1200000000000003,0.3481247097421293
1.1600000000000004,0.34308520183347163
1.2000000000000004,0.3400404622454948
1.2400000000000004,0.3423972644821294
1.2800000000000005,0.3464882632694707
1.3200000000000005,0.3502080990793744
1.3600000000000005,0.3519440147315621
1.4000000000000006,0.353322822441258
1.4400000000000006,0.3556847986638661
1.4800000000000006,0.35950486945868015
1.5200000000000007,0.3637763208504638
1.5600000000000007,0.36663551472374545
1.6000000000000008,0.3678099891098847
1.6400000000000008,0.3684991088246715
1.6800000000000008,0.3686074712719516
1.7200000000000009,0.3668304567049958
1.760000000000001,0.3644729957259067
1.800000000000001,0.36117353305597877
1.840000000000001,0.3578782661825379
1.880000000000001,0.3540310979594879
1.920000000000001,0.3501032289000098
1.960000000000001,0.3471607159939273
2.000000000000001,0.34517889907304833
2.040000000000001,0.34365559289404085
2.080000000000001,0.34389316212332577
2.120000000000001,0.3463651312702408
2.160000000000001,0.3479458513633116
2.200000000000001,0.35090271629704384
2.240000000000001,0.35353579574474603
2.280000000000001,0.3566523957056832
2.320000000000001,0.35981659820367795
2.360000000000001,0.3624292644441458
2.4000000000000012,0.3643062976764091
2.4400000000000013,0.36465082922941017
2.4800000000000013,0.3632476210726227
2.5200000000000014,0.3607781289422486
2.5600000000000014,0.3585396963034236
2.6000000000000014,0.35552956582043055
2.6400000000000015,0.3523372377987441
2.6800000000000015,0.34846863495218133
2.7200000000000015,0.3449530828683117
2.7600000000000016,0.341906159177016
2.8000000000000016,0.33999822408102476
2.8400000000000016,0.3396802704132142
2.8800000000000017,0.34098929556026847
2.9200000000000017,0.34327319896485464
2.9600000000000017,0.3460975491716726
3.0000000000000018,0.3481991082424191
3.040000000000002,0.3520626824883221
3.080000000000002,0.35634299079597065
3.120000000000002,0.3602144651469466
3.160000000000002,0.36324665428516734
3.200000000000002,0.36540928602664197
3.240000000000002,0.36625207141583677
3.280000000000002,0.36564554361081214
3.320000000000002,0.36391518174535215
3.360000000000002,0.3622583488027326
3.400000000000002,0.3599445768054647
3.440000000000002,0.35744650501947123
3.480000000000002,0.3541038963416587
3.5200000000000022,0.35070108486455825
3.5600000000000023,0.3478258868769367
3.6000000000000023,0.3456044301167068
