"sym edge: Wing Normalised Coordiantes in wing coordiantes[X] (m)","sym edge: Pressure Coefficient"
4.020329582013613,0.8902707157302443
4.0198698760714215,0.7824775413252523
4.020885716656986,0.9710250783303053
4.02152202586715,1.024499920104827
4.022150008310486,1.0559274632996563
4.019438220061313,0.6392909556092858
4.018103348527004,-0.734245600296594
4.018295021327453,-0.339159784887366
4.02267899535768,1.0715123639579969
4.022896217346193,1.075827932982532
4.029946770299134,1.0309744769240923
4.029989057855112,1.030424017587072
4.019040624428054,0.4327244355495913
4.018614923117845,0.09384469083150755
4.017982702078067,-1.0542564786567414
4.017878767423287,-1.4105880188279099
4.03081362510236,1.0179593870081916
4.031985486833844,1.0037576543749296
4.023251821008071,1.0816251578068514
4.023750898565417,1.0856168355531661
4.023980605760063,1.0864873139810782
4.024593540014858,1.085409017223028
4.024883366131425,1.0845219108459059
4.025621821606197,1.0800736508289026
4.026529098345858,1.0705972853553614
4.02758000402358,1.0578727651834279
4.028685126584087,1.0449284387130933
4.033166483029307,0.9907499531324533
4.017760293874638,-2.3707547351464893
4.034598832699543,0.9771793111982234
4.0360313191018315,0.9639367683438845
4.03755714417513,0.9500212018427645
4.039221094645415,0.9372917242942526
4.040758693775468,0.9269077503949116
4.041401965191229,0.9229962010642143
4.050155320050429,0.8811121617086018
4.048292934982583,0.8878924434559882
4.042155967068201,0.9183374520337504
4.043874260304766,0.9075684891716669
4.04827882063316,0.8879371800422425
4.046169021354081,0.8959070222309796
4.050695317803723,0.8792167425274087
4.051938021478652,0.8746400885431654
4.05306989748867,0.8705965246972893
4.054009752447283,0.8674437479184686
4.056216018124208,0.8614247178724894
4.055260846046163,0.8638592243873665
4.057536241356248,0.8582869039540564
4.058483593979387,0.8560489920529253
4.059813233239929,0.8527954149811953
4.060810748944872,0.8502672471227756
4.062178518549523,0.846773126287828
4.06316152649457,0.8443748381147034
4.065626769095699,0.839311146298028
4.0645586886524026,0.8413209959028063
4.06822625550584,0.8350008795727359
4.067040294885207,0.8369126209580586
4.069487017047661,0.8328878218643541
4.07100917648424,0.8302687742904573
4.072168122015488,0.8282207138963742
4.073786854660279,0.8255479116033106
4.076781449306598,0.8215351598137126
4.075024452521298,0.8237402493764816
4.079804706684779,0.8182046929872486
4.077897793418773,0.8202789278849383
4.093521635516019,0.8016252386023098
4.092750938366687,0.8023841836926717
4.090382634726286,0.8044769196511499
4.0808090068021725,0.8170315638200987
4.082907624016766,0.8142784053780797
4.089281749404876,0.8055337940049832
4.087023983432566,0.8081671445299533
4.09693621919786,0.7978595996569637
4.096459059000558,0.7984319104418001
4.083874855553631,0.8128647619706725
4.086048285448691,0.8095697547268748
4.10000667250705,0.7939465758228037
4.100417190366598,0.79345369293247
4.103902388388847,0.7900682916883373
4.103886686005959,0.7900815927304848
4.107578512839415,0.78737761255397
4.111629744959896,0.7839142981145639
4.125264590869741,0.7718750042181584
4.1290842426282435,0.7689736801271118
4.125238552274832,0.7718944497909145
4.121377173057254,0.7746606315612131
4.117143859029049,0.7788638118263316
4.133731865826506,0.7645695007713572
4.138089552608624,0.761059237744641
4.142596262331422,0.7595804527767849
4.14728548928012,0.7566092774987991
4.153152794175057,0.752327390598072
4.157020477432368,0.7492480852481191
4.160778325001017,0.7472456065665878
4.163961403899435,0.7452222457707858
4.169755270793498,0.7428200828593441
4.018236508941696,-3.004246724810093
4.018572105075514,-2.9560118054322495
4.018008923078309,-2.8983783337605686
4.018869361358736,-2.945137553232327
4.01790155835309,-2.8654475409499494
4.017853614381619,-2.906830019081883
4.019475148505774,-2.8953794718939383
4.017851659971986,-2.9085450441403022
4.017760293874638,-2.3707547351464893
4.020153765202536,-2.7356161404251744
4.02061389781723,-2.637440369545563
4.0212883152817955,-2.5196952956855645
4.0238119025192,-2.256758481245587
4.022909939265908,-2.3357440282754385
4.022008557013243,-2.4235864931385107
4.024624108026893,-2.1915367935119625
4.024902791937819,-2.1705118396216783
4.025336810789419,-2.1391524406916287
4.026271782886462,-2.0754335317531707
4.0274641913057785,-2.0086537479181423
4.028779195808545,-1.9380980835230173
4.0300083988856645,-1.8692826963536096
4.030328649698633,-1.8504568708899638
4.0311198423270636,-1.8060359956179846
4.032405365721794,-1.7309488806543503
4.035111242699028,-1.5612318510831793
4.036602653413529,-1.4622339936678341
4.033617905841621,-1.6559932816200964
4.03816581059259,-1.3620450432802726
4.039839713011354,-1.2658899435527413
4.041574169960902,-1.182203229911117
4.04322724437572,-1.12035165002368
4.043569220430703,-1.1099274222866862
4.045052648703801,-1.072335521454504
4.045402618867354,-1.0651591395715885
4.046898001717217,-1.0391198937358617
4.047523078679378,-1.0300363682194515
4.048913162630199,-1.013217443036488
4.049462745460576,-1.007816911266771
4.050819577317748,-0.997432612897186
4.051653325274709,-0.9930212291425702
4.055984403262144,-0.9784331585990695
4.054874270378669,-0.9824117243000683
4.057027331459222,-0.9743507060618235
4.058214754206446,-0.9698809742505453
4.059119434134693,-0.9669582551389597
4.0606325061266935,-0.963531557061923
4.0805432621538085,-0.9270667090763285
4.083798847302498,-0.9240340869468877
4.077618182691071,-0.9344261167171132
4.0774732141960675,-0.9347533979786878
4.0747422394359365,-0.9383126967310162
4.074283428745175,-0.9383343804403816
4.071856691620682,-0.9376591433915751
4.069143755273403,-0.9410999679503365
4.071223406463768,-0.9379133658604937
4.06661319423655,-0.9491049617593941
4.068111498503331,-0.9440374794695892
4.0654799218992235,-0.953029893071951
4.063834994729513,-0.9579362443901669
4.062953011679327,-0.9598756416006309
4.06137380725295,-0.9622806693332382
4.053864367816734,-0.9854761440050401
4.052757197230492,-0.9887532515853443
4.087926197170306,-0.9254272560966432
4.0912641036232555,-0.9246078828515268
4.091554288136463,-0.9244192180906146
4.094578210637975,-0.9223803596008093
4.094785120528373,-0.9223020673019999
4.0982746272012704,-0.9204651093774354
4.102716749906705,-0.9197604235858987
4.106365476162615,-0.9220495456235662
4.110103280108872,-0.92270787798404
4.113909574153575,-0.9235925975526098
4.117788197139441,-0.9240147445191286
4.121695298387879,-0.9214397516385918
4.1255789986309415,-0.9174232005836068
4.129489310621247,-0.9148075809281004
4.1334503626832255,-0.9135482305710798
4.137606840309099,-0.9098518565048865
4.141848337395284,-0.9032696307349026
4.156886510014494,-0.9101940486608683
4.161053499920808,-0.8946324301080615
4.152613085676874,-0.9060752137473749
4.14649897861175,-0.8962166334395949
4.164076834063535,-0.8836728574571588
4.169755270793498,-0.8777060519942282
5.017691453623979,-0.07910573582418759
5.017629326872328,-0.08122755779090515
5.017571680779744,-0.08245605427602548
5.017410841020421,-0.08399822039272299
5.010457847914184,-0.11156298901265344
5.010061094458477,-0.11360957703573563
5.01722598351954,-0.08543506855263222
5.017002339210559,-0.08678548927315255
5.016788434850072,-0.08754976910658521
5.011350576218005,-0.1065015522464591
5.010892272017311,-0.10916422046405488
5.012125512057226,-0.10244652370515747
5.011575596942219,-0.10527479182488027
5.012226006097411,-0.10193865412485441
5.012837429520978,-0.09894771563470152
5.013410605110318,-0.09662082024841459
5.013025441177923,-0.09815014394440945
5.014262580748393,-0.09345612118903882
5.014685032135031,-0.09199002810732027
5.015249685375277,-0.09020439010372022
5.015389792863166,-0.0898587458111481
5.015795462880133,-0.08898844664736276
5.0158836149402335,-0.08876904837099207
5.016001913837812,-0.08873299875600468
5.016092201166436,-0.088871946298556
5.016096038014141,-0.0888694829670864
5.01653233790558,-0.08822422994166386
5.009513759467077,-0.11652326483160119
5.009206382805613,-0.11818455620372764
5.008363393142655,-0.1228493432393767
5.00723047708939,-0.12945331801424886
5.006355699272959,-0.13459710232851851
5.005315754716863,-0.13983668001630734
5.004391186084661,-0.14443296406481776
5.004248719618515,-0.14512917633585973
5.0029444669491845,-0.15119091467871998
5.001660969199092,-0.156914406430996
5.000305924931702,-0.16174767584174
4.998948292951742,-0.16579301001455274
4.997621164842441,-0.1696099829877708
4.996260418911483,-0.17372570282604777
4.99469558482291,-0.18020719374185523
4.993057240220237,-0.17594399747253497
4.991226949562677,-0.17289403031254436
4.989822523892624,-0.17281906433527508
4.98817522306527,-0.17255725093070837
4.985749494732119,-0.16951958481481955
4.983647418415759,-0.16680170945460612
4.981643757860205,-0.16489578237120106
4.981233777894744,-0.16439356843263964
4.9795586213192,-0.161581007084627
4.977334461272198,-0.15630547249514212
4.978863802867771,-0.16001540836922168
4.975014868187752,-0.15084649374667125
4.976567523484105,-0.1544501750802586
4.974267514451121,-0.14924531943662
4.972674026097307,-0.14611609622541874
4.972015098737139,-0.14477895304464355
4.97013344770458,-0.14046312295040955
4.967429344200469,-0.13246236178494047
4.9697301275932695,-0.1393877660191906
4.967400687101656,-0.1323741463740625
4.928831177375066,-0.003706738206754647
4.932561688504844,-0.02005937119054554
4.964792636100441,-0.12458621524976589
4.936148213676338,-0.03408722811071623
4.925765582548218,0.010903416029197721
4.962072399460675,-0.11768052368616401
4.939561946195441,-0.04513470605269994
4.92279078003355,0.022782936230003013
4.959145650807003,-0.10965135099608057
4.942944191434224,-0.056999059895249296
4.9210832114152865,0.032186150796364846
4.956016046178707,-0.09967606814046678
4.952814002955366,-0.08951013525986146
4.94959298543583,-0.080213849171344
4.946301512013437,-0.06940248089500291
4.917691453623984,0.044904375520734924
4.980360361032315,-0.18992182781236078
4.978836577091839,-0.19691477041556632
4.978313936178114,-0.1992005682175592
4.98250345807528,-0.18053207511084254
