"x/c = 0.9: Wing Normalised Coordiantes in wing coordiantes[Z] (m)","x/c = 0.9: Pressure Coefficient"
0.370517665663045,0.1301754207404821
0.3743974879258405,0.13396029782977148
0.3782136238298898,0.13868259563232732
0.38089943132230897,0.14230329367416436
0.3805459795515232,0.1418422620010355
0.38493728320336273,0.14829631761677992
0.38862994080879704,0.1533668682643603
0.3910854856605763,0.15680908999762921
0.39506372587204686,0.1617529831194843
0.39758484529034865,0.16484672351974716
0.40079328256258384,0.16825404426374208
0.4039054994710112,0.16984809753631044
0.40696040960688673,0.17085853053376684
0.4097607092985327,0.17200311907913468
0.41287082166611433,0.1714534248373364
0.41517250560038926,0.16847427053793046
0.41821180634783117,0.16429965388681902
0.42054742873302586,0.16236626694975798
0.4228883834626804,0.15507736538583342
0.4262783808183405,0.12901063123306306
0.4286093710352563,0.10381396937544804
0.43037804205496977,0.083242167238401
0.4325980791128149,0.05130360236597767
0.43376969265373194,0.025030238007825705
0.43493321749518343,-0.0084001714182107
0.43648995144171615,-0.045689307035876654
0.4379933876910862,-0.09383990816742635
0.43939534428976557,-0.15013464156018172
0.43950871967561667,-0.15493071094364322
0.44097403610000807,-0.22921284845936435
0.4424691894319242,-0.29089235828668325
0.4440835634457912,-0.39345678159783587
0.44554267121892843,-0.5397071195213924
0.44608688567109744,-0.6016662879791828
0.4465229375913085,-0.6047885888532979
0.44719601647719864,-0.6267236640927618
0.44797701613786395,-0.6468320811730922
0.44819659618174734,-0.6762002345144996
0.4485875858472907,-0.768720176328639
0.3634042836142616,0.12068578691489397
0.3675877510220969,0.1298959896409627
0.370517665663045,0.1301754207404821
0.4481191302449396,-0.7977310229382093
0.4485875858472907,-0.768720176328639
0.4477072168084972,-0.7906647945903094
0.4463700435109023,-0.6586683537522555
0.44527858232594986,-0.6438747972354393
0.44411142167422224,-0.6392220627584745
0.44314837454125156,-0.6344250898241364
0.4440975374636487,-0.6391399864818869
0.4410704722953663,-0.6296487737844778
0.43881258144074725,-0.6271392337027367
0.4264056309568611,-0.6171028442730306
0.42419104335405866,-0.6161843814610212
0.4306804461611425,-0.6198161623861788
0.42864280732808285,-0.6184370846262162
0.42167666596017905,-0.6152469796827005
0.4199371635530357,-0.614860196133888
0.43306007140637215,-0.6217128138836037
0.43547435716232363,-0.6240010393158189
0.437497880839508,-0.6261315758328901
0.418161038415668,-0.6145683149742283
0.41533238835708836,-0.6154715887633706
0.38800112247128926,-0.6497083753562951
0.3904135155471913,-0.6454357160190036
0.41223814072017434,-0.6169695512874549
0.366331861552144,-0.6906216943052361
0.36782779441058877,-0.6873550971964242
0.3634042836142623,-0.6966942782716983
0.3872266485305612,-0.6510801343599234
0.38275346386191555,-0.6589421226085787
0.39813487730520164,-0.6317410464862512
0.4007039966260554,-0.6279497863317679
0.3939655054534438,-0.638816174839751
0.40890192022650146,-0.619063999592899
0.3717925835387725,-0.679107332845086
0.3751688906577384,-0.672884150916605
0.3685275583028551,-0.6855400903801098
0.37817060971561234,-0.6672088476343847
0.4048992554677382,-0.6227678919027253
0.24623977500469435,0.03133841425581108
0.252447306661739,0.03554807609766284
0.2545595680159893,0.036698194413851956
0.32050545101700356,0.07108098990201762
0.3140227292056295,0.065100349319729
0.3077211959745744,0.06156486984157451
0.30150839229311127,0.0579304267821531
0.2978407946435278,0.05565329561231385
0.3546550399987828,0.1082137213501559
0.3577235656593696,0.11377612182427256
0.32668539574269356,0.07732156317458941
0.35048588567651656,0.10244713935052845
0.3327329296247931,0.08373080227524433
0.34468668645634426,0.09583920000796906
0.3387400859016808,0.0899156481355044
0.24623977500469435,0.03133841425581108
0.23967889216279667,0.029821667143407494
0.23341086143995282,0.0314943252281659
0.2307360385985313,0.031909740083494786
0.18424178703218855,0.0313330691817518
0.18520399014562916,0.031489681365122806
0.1784782074219045,0.031044068314357548
0.17272953160865054,0.030813101084120765
0.16658934999250036,0.030556472049087978
0.16063258449044987,0.03126070921565187
0.15447627463106928,0.031555745401292655
0.14814137393018087,0.031038833884044034
0.14115042046751994,0.03217773500366833
0.13463235436319967,0.03480316357715857
0.12877853814168425,0.036756438961570666
0.12296660022320974,0.03854745316021584
0.11729241989745086,0.04069567438386332
0.11175923113045887,0.042060606728375034
0.005475727816308307,0.046644909744668415
0.00679253916419655,0.04650951815741618
0.1085553683476324,0.04183845606217203
0.010751308090229986,0.04565063978678333
0.01539141659384146,0.04538607429504784
0.02352149550368493,0.044873570256222996
0.030230174482282865,0.04451505836708563
0.03652999532210396,0.04367854696409484
0.056916466954596526,0.0440211293926488
0.05783127152129895,0.04416368237684226
0.042787350481100606,0.04218680716508656
0.050404630667620826,0.04237226828002571
0.30763962267985895,-0.7554634011522278
0.30292180038214334,-0.7619415018239768
0.313906047338973,-0.7481261580273144
0.3202876506685403,-0.7420413006503741
0.3265624313606421,-0.73673421099583
0.33119171304246076,-0.7329259381969231
0.27573626342710345,-0.8113290167787337
0.27091916719331544,-0.8210481687456577
0.26348063987869474,-0.8330799622175779
0.2573016454549221,-0.8428494230782101
0.25128894131497037,-0.8499354468958944
0.24540307664866318,-0.8546350488524251
0.2394753205611886,-0.8570195913133812
0.23359361045904872,-0.8570215928685126
0.23191353599010792,-0.8563003927105106
0.20109834591731804,-0.80773822661471
0.1972013976858466,-0.7968767502246361
0.19114598285204873,-0.7778639192767592
0.1860636307983235,-0.7600751405400661
0.03566583366375554,-0.32646813823334914
0.033007867482777335,-0.32470980848453945
0.04111262633718216,-0.3316126006251085
0.04980579187172512,-0.33883963388944555
0.05639976591519712,-0.3462484713086787
0.06127252229373005,-0.3521517548276082
0.15881670125051822,-0.649682905520522
0.1540445406304403,-0.6291023816672475
0.14775301934926555,-0.600904996892945
0.10478719991292337,-0.4417502925490186
0.09838561275858715,-0.42334559999520444
0.09598427910538582,-0.41796679720704055
0.12852173844100734,-0.5231653251215259
0.12667222482429563,-0.516250422819223
0.134395148014474,-0.5464909463029902
0.14033450270004488,-0.5717859674720261
0.23073603859853128,0.031909740083494786
0.22719385919484347,0.03197537261375421
0.2210226970098142,0.03205206532637353
0.21453095644079848,0.03149361508619068
0.20852932129729657,0.031036671399339775
0.20245912456304083,0.031102411283823
0.19627663410678484,0.031750570150154166
0.19010933911034747,0.03197004884263028
0.18520399014562916,0.031489681365122806
